Category,Price,Rating,Stock,Discount
C,3668.0,3.082060052,In Stock,20.0
C,4996.5,3.082060052,In Stock,11.0
C,8460.0,3.082060052,In Stock,18.0
C,296.0,3.082060052,In Stock,11.0
C,3145.0,1.848307296,In Stock,15.0
A,3545.0,3.082060052,In Stock,18.0
C,3688.0,3.082060052,In Stock,7.0
A,7243.0,3.082060052,Out of Stock,7.0
A,5124.0,1.114378759,In Stock,25.0
C,4924.0,4.904717381,Out of Stock,13.0
C,9157.0,3.082060052,In Stock,49.0
C,1135.0,3.082060052,In Stock,42.0
C,4267.0,3.082060052,In Stock,19.0
D,5969.0,3.082060052,Out of Stock,17.0
D,6161.0,3.082060052,In Stock,39.0
C,7874.0,3.00732327,Out of Stock,34.0
C,317.0,3.082060052,Out of Stock,27.0
C,1557.0,3.860771351,In Stock,15.0
C,571.0,3.030143278,In Stock,37.0
C,8282.0,4.851657965,Out of Stock,2.0
C,4996.5,3.082060052,In Stock,48.0
C,5219.0,3.082060052,In Stock,19.0
C,2760.0,3.705958435,Out of Stock,11.0
C,9501.0,3.082060052,Out of Stock,15.0
C,7629.0,4.411939077,In Stock,3.0
C,6868.0,3.988162397,In Stock,20.0
C,8863.0,3.082060052,In Stock,15.0
C,3465.0,3.082060052,Out of Stock,40.0
A,6319.0,3.082060052,Out of Stock,47.0
C,498.0,4.257966268,In Stock,35.0
C,3452.0,3.150789248,In Stock,33.0
C,1802.0,3.082060052,Out of Stock,25.0
C,3066.0,3.082060052,Out of Stock,34.0
C,2148.0,3.082060052,In Stock,23.0
D,4943.0,3.082060052,In Stock,14.0
C,1425.0,3.082060052,In Stock,25.0
D,1083.0,3.285651632,Out of Stock,28.0
C,398.0,2.128305109,Out of Stock,20.0
C,4902.0,3.965778544,Out of Stock,31.0
C,1735.0,3.508710724,In Stock,20.0
C,7213.0,3.082060052,In Stock,7.0
C,284.0,3.082060052,In Stock,7.0
D,2655.0,3.082060052,In Stock,32.0
C,9029.0,1.155030549,In Stock,25.0
C,1690.0,4.768949678,In Stock,11.0
B,3837.0,3.082060052,Out of Stock,18.0
C,6216.0,1.912289774,In Stock,35.0
C,6135.0,4.166996242,Out of Stock,40.0
C,5325.0,2.175326498,Out of Stock,11.0
D,9569.0,3.082060052,Out of Stock,32.0
C,6916.0,4.332073496,In Stock,42.0
C,6993.0,3.209793824,Out of Stock,40.0
A,1628.0,3.082060052,Out of Stock,11.0
C,7891.0,2.202289603,In Stock,47.0
C,4996.5,3.082060052,Out of Stock,36.0
B,9780.0,3.082060052,In Stock,15.0
A,8325.0,3.082060052,Out of Stock,31.0
C,2570.0,3.082060052,Out of Stock,16.0
C,868.0,3.082060052,Out of Stock,21.0
C,9303.0,3.082060052,Out of Stock,13.0
C,4147.0,4.341512883,In Stock,21.0
C,889.0,3.082060052,In Stock,26.0
D,568.0,4.482026662,In Stock,3.0
C,1466.0,2.534061332,In Stock,37.0
C,7111.0,3.082060052,In Stock,25.0
D,4996.5,4.923387096,In Stock,42.0
C,8984.0,2.137580538,In Stock,22.0
B,5655.0,3.082060052,In Stock,41.0
C,4996.5,3.082060052,In Stock,45.0
B,8082.0,3.082060052,In Stock,2.0
C,4996.5,3.368637381,In Stock,9.0
B,2137.0,3.082060052,In Stock,26.0
B,7731.0,4.365546102,In Stock,32.0
A,7539.0,3.544582893,In Stock,29.0
C,7340.0,3.082060052,In Stock,25.0
C,4672.0,3.331715957,In Stock,49.0
A,7180.0,3.082060052,In Stock,2.0
B,4734.0,2.732656991,Out of Stock,0.0
C,500.0,3.082060052,In Stock,43.0
B,7257.0,3.082060052,In Stock,17.0
C,3867.0,3.082060052,In Stock,49.0
C,7889.0,4.731517334,In Stock,32.0
C,1028.0,3.082060052,In Stock,34.0
D,6690.0,1.589540663,In Stock,5.0
C,2359.0,4.368024013,In Stock,11.0
C,8785.0,3.082060052,In Stock,22.0
B,5164.0,3.082060052,In Stock,27.0
C,6036.0,3.082060052,In Stock,24.0
D,7147.0,3.082060052,Out of Stock,16.0
C,5707.0,1.918981049,In Stock,30.0
D,8421.0,1.651472186,In Stock,4.0
C,1924.0,3.082060052,In Stock,20.0
C,2642.0,3.082060052,Out of Stock,2.0
C,1889.0,3.081174853,Out of Stock,41.0
C,2328.0,1.457615723,In Stock,26.0
B,7799.0,1.677858209,In Stock,21.0
C,3867.0,3.082060052,In Stock,26.0
C,1940.0,1.198293259,Out of Stock,4.0
B,8282.0,2.115695884,In Stock,25.0
C,8773.0,3.082060052,In Stock,15.0
C,6566.0,3.082060052,In Stock,20.0
C,9346.0,3.683532001,In Stock,39.0
C,5961.0,3.082060052,Out of Stock,3.0
D,8933.0,3.082060052,In Stock,15.0
C,4374.0,3.082060052,Out of Stock,21.0
C,4996.5,3.082060052,In Stock,24.0
C,4996.5,1.156206866,In Stock,26.0
C,796.0,3.082060052,In Stock,18.0
C,2302.0,3.082060052,Out of Stock,10.0
C,6806.0,3.082060052,In Stock,18.0
D,934.0,4.18691059,In Stock,9.0
C,3818.0,4.698912084,Out of Stock,21.0
C,6281.0,1.49771807,In Stock,43.0
A,8574.0,3.082060052,Out of Stock,25.0
C,684.0,2.334876059,Out of Stock,25.0
D,4304.0,4.590515556,In Stock,1.0
A,9221.0,4.75540302,In Stock,17.0
A,4996.5,3.082060052,In Stock,0.0
D,3740.0,3.61190053,In Stock,16.0
D,440.0,1.003436632,Out of Stock,10.0
C,2352.0,4.463197134,In Stock,37.0
C,1519.0,3.082060052,In Stock,15.0
A,1089.0,3.082060052,In Stock,32.0
C,8473.0,3.082060052,Out of Stock,19.0
C,1786.0,3.082060052,Out of Stock,14.0
C,2993.0,3.082060052,Out of Stock,43.0
C,6961.0,3.525718599,In Stock,16.0
C,1167.0,2.507280422,In Stock,47.0
C,126.0,3.082060052,Out of Stock,23.0
B,7441.0,3.082060052,In Stock,3.0
D,2242.0,4.464652126,Out of Stock,24.0
A,6244.0,3.082060052,In Stock,41.0
C,4477.0,4.066780091,In Stock,37.0
C,474.0,3.082060052,In Stock,3.0
C,4661.0,2.102019402,In Stock,19.0
C,3793.0,2.055446766,In Stock,22.0
C,5506.0,3.082060052,Out of Stock,29.0
C,8437.0,3.082060052,In Stock,45.0
D,8699.0,4.169566883,In Stock,30.0
C,187.0,1.748495446,Out of Stock,36.0
D,2952.0,3.082060052,In Stock,34.0
C,5754.0,3.082060052,In Stock,30.0
C,6194.0,1.351879822,Out of Stock,45.0
C,9201.0,3.082060052,In Stock,14.0
C,7054.0,3.082060052,In Stock,10.0
C,2514.0,4.578985,In Stock,2.0
C,4773.0,2.786519202,In Stock,27.0
C,6258.0,3.082060052,Out of Stock,10.0
C,7028.0,3.115534583,Out of Stock,34.0
C,4531.0,3.082060052,In Stock,42.0
C,1094.0,3.082060052,In Stock,48.0
D,3922.0,3.082060052,Out of Stock,25.0
C,6942.0,3.082060052,In Stock,25.0
C,9731.0,2.183426498,In Stock,12.0
C,4579.0,3.082060052,In Stock,25.0
A,1034.0,3.082060052,In Stock,25.0
C,218.0,3.082060052,In Stock,25.0
C,7847.0,4.657849084,Out of Stock,46.0
D,4565.0,3.082060052,Out of Stock,36.0
C,5824.0,4.146355762,Out of Stock,11.0
A,4611.0,4.370481242,In Stock,10.0
C,2462.0,2.914034021,Out of Stock,14.0
C,6129.0,3.373470882,Out of Stock,31.0
A,9599.0,3.082060052,In Stock,36.0
C,6566.0,4.55435123,In Stock,24.0
C,5615.0,2.429237789,In Stock,13.0
D,8075.0,3.082060052,In Stock,48.0
C,8968.0,3.898796614,Out of Stock,7.0
C,9714.0,3.082060052,Out of Stock,10.0
C,5941.0,3.082060052,Out of Stock,38.0
C,3770.0,3.082060052,Out of Stock,10.0
C,4221.0,3.465892988,In Stock,32.0
C,8086.0,3.082060052,In Stock,19.0
C,5672.0,3.082060052,In Stock,12.0
C,6479.0,2.819842197,In Stock,32.0
C,4793.0,2.705174088,In Stock,28.0
B,9379.0,1.865337851,In Stock,23.0
C,8215.0,2.29026523,Out of Stock,13.0
A,4996.5,3.082060052,In Stock,24.0
D,282.0,3.082060052,In Stock,23.0
C,4844.0,3.782875509,Out of Stock,49.0
B,5638.0,3.082060052,In Stock,12.0
C,8823.0,1.134856421,Out of Stock,25.0
C,4690.0,3.915965744,In Stock,22.0
C,3475.0,4.720175685,Out of Stock,6.0
C,4609.0,3.082060052,In Stock,5.0
C,9265.0,3.082060052,In Stock,23.0
C,5724.0,3.082060052,Out of Stock,13.0
C,1503.0,2.869429138,Out of Stock,49.0
C,4119.0,3.082060052,In Stock,15.0
C,4996.5,3.082060052,Out of Stock,33.0
B,3216.0,3.082060052,In Stock,28.0
B,4799.0,3.082060052,In Stock,41.0
C,3557.0,3.082060052,In Stock,44.0
C,3496.0,1.929425193,In Stock,41.0
B,9572.0,3.082060052,Out of Stock,27.0
C,3010.0,4.341961605,Out of Stock,41.0
C,1121.0,3.082060052,Out of Stock,27.0
D,5950.0,4.41530557,In Stock,18.0
C,945.0,4.128949867,In Stock,34.0
C,7711.0,1.411087368,Out of Stock,19.0
C,1762.0,2.844827682,In Stock,1.0
C,3321.0,3.599726302,In Stock,25.0
C,1839.0,3.957731685,In Stock,39.0
D,6313.0,1.552247484,In Stock,10.0
C,2849.0,1.803500059,Out of Stock,40.0
C,3193.0,2.390867432,In Stock,25.0
C,6483.0,4.263628413,In Stock,34.0
D,6433.0,3.082060052,In Stock,5.0
C,9519.0,3.060620619,In Stock,12.0
C,3280.0,3.082060052,In Stock,25.0
C,4105.0,3.082060052,In Stock,17.0
C,5258.0,3.082060052,Out of Stock,25.0
C,4996.5,3.742960558,Out of Stock,27.0
C,9326.0,3.082060052,Out of Stock,3.0
D,8619.0,3.082060052,In Stock,34.0
D,6259.0,3.082060052,Out of Stock,25.0
C,134.0,2.305678601,Out of Stock,45.0
A,7914.0,3.082060052,In Stock,2.0
D,9463.0,3.082060052,In Stock,25.0
D,9295.0,3.082060052,In Stock,25.0
A,2838.0,3.082060052,Out of Stock,25.0
C,6490.0,3.082060052,In Stock,10.0
D,4356.0,3.082060052,In Stock,38.0
C,1307.0,3.082060052,In Stock,30.0
C,7467.0,4.204570587,In Stock,48.0
C,5883.0,3.543257514,Out of Stock,6.0
A,1411.0,2.283845007,In Stock,9.0
B,9911.0,3.082060052,In Stock,3.0
A,2969.0,1.016958298,In Stock,23.0
B,2896.0,3.082060052,In Stock,8.0
C,604.0,3.082060052,Out of Stock,22.0
D,323.0,4.157982203,In Stock,0.0
C,1057.0,3.082060052,Out of Stock,17.0
C,3965.0,1.030506535,In Stock,22.0
C,1577.0,3.082060052,In Stock,14.0
D,8808.0,2.53659431,Out of Stock,13.0
C,2040.0,3.152110023,In Stock,25.0
C,4737.0,3.082060052,In Stock,25.0
C,5750.0,4.498982061,In Stock,13.0
C,1568.0,4.113798158,In Stock,48.0
B,8260.0,1.288582686,Out of Stock,16.0
C,6212.0,3.082060052,In Stock,10.0
C,2186.0,3.082060052,Out of Stock,22.0
C,6944.0,3.082060052,In Stock,38.0
A,5343.0,3.034774508,In Stock,20.0
C,8683.0,3.082060052,In Stock,39.0
C,4509.0,2.948336452,In Stock,37.0
C,9631.0,1.111341497,In Stock,23.0
B,5904.0,4.421146603,Out of Stock,31.0
C,6639.0,4.534516148,In Stock,33.0
C,997.0,4.437430898,In Stock,37.0
C,387.0,3.634321673,In Stock,17.0
C,7000.0,4.690735016,In Stock,8.0
C,7579.0,3.082060052,Out of Stock,20.0
C,750.0,3.082060052,Out of Stock,33.0
C,8024.0,2.510680057,In Stock,12.0
C,3187.0,4.317107463,In Stock,20.0
A,3770.0,3.082060052,In Stock,38.0
C,5774.0,4.423889889,In Stock,7.0
C,6617.0,3.613701308,In Stock,13.0
C,1249.0,3.082060052,In Stock,10.0
A,3986.0,3.082060052,Out of Stock,26.0
C,2066.0,3.082060052,Out of Stock,42.0
B,7274.0,1.905004933,In Stock,7.0
C,4101.0,3.082060052,In Stock,12.0
C,9418.0,3.936755414,In Stock,9.0
C,7715.0,3.082060052,In Stock,41.0
C,665.0,3.082060052,In Stock,22.0
C,4996.5,4.726100541,Out of Stock,42.0
A,8604.0,3.659524202,Out of Stock,48.0
B,9122.0,3.588629928,In Stock,45.0
C,7335.0,4.972969858,In Stock,28.0
A,6286.0,4.315610568,In Stock,21.0
C,4815.0,3.082060052,Out of Stock,25.0
B,4242.0,1.240912923,Out of Stock,23.0
C,9513.0,3.082060052,In Stock,37.0
C,1558.0,2.126048969,In Stock,34.0
C,7381.0,3.082060052,Out of Stock,31.0
C,972.0,4.581309176,In Stock,25.0
D,5051.0,1.441588657,Out of Stock,25.0
B,3003.0,2.716204723,Out of Stock,7.0
C,778.0,2.182400374,In Stock,45.0
B,9470.0,3.082060052,Out of Stock,1.0
A,3534.0,3.082060052,In Stock,25.0
C,1535.0,4.637649326,Out of Stock,7.0
C,968.0,3.082060052,In Stock,25.0
D,3284.0,3.082060052,In Stock,25.0
B,5693.0,3.082060052,In Stock,14.0
D,7759.0,3.067195483,Out of Stock,39.0
A,2562.0,1.1535284,In Stock,35.0
D,644.0,3.082060052,Out of Stock,47.0
C,5212.0,2.113406457,Out of Stock,42.0
B,7416.0,3.170943757,In Stock,34.0
D,3690.0,3.082060052,In Stock,4.0
B,9095.0,3.082060052,In Stock,18.0
C,6510.0,4.308675606,In Stock,7.0
C,6262.0,3.082060052,In Stock,11.0
C,9639.0,3.082060052,In Stock,36.0
C,3471.0,3.082060052,In Stock,20.0
C,4587.0,2.712058753,Out of Stock,11.0
C,3620.0,3.082060052,In Stock,25.0
C,5633.0,3.082060052,In Stock,45.0
C,5857.0,2.672355687,In Stock,7.0
C,357.0,1.476927448,In Stock,21.0
C,3215.0,1.084174653,Out of Stock,31.0
C,339.0,3.388199454,In Stock,25.0
C,7515.0,3.082060052,In Stock,1.0
C,7409.0,3.082060052,Out of Stock,23.0
D,9154.0,4.271334932,Out of Stock,25.0
C,8447.0,3.082060052,In Stock,34.0
C,5141.0,3.082060052,In Stock,24.0
A,4154.0,3.082060052,In Stock,48.0
C,3272.0,3.271867653,In Stock,46.0
C,8292.0,3.73645765,Out of Stock,25.0
C,124.0,3.082060052,In Stock,11.0
C,423.0,2.107838186,In Stock,7.0
C,162.0,3.082060052,In Stock,36.0
C,3516.0,3.082060052,In Stock,10.0
A,3772.0,3.082060052,In Stock,19.0
C,1493.0,3.556768125,Out of Stock,18.0
D,8222.0,3.082060052,Out of Stock,45.0
D,2511.0,3.632099332,In Stock,33.0
C,9439.0,2.651170105,In Stock,2.0
C,9713.0,4.248103068,Out of Stock,46.0
C,4996.5,3.486367013,In Stock,32.0
C,6953.0,2.535200273,In Stock,48.0
C,3564.0,3.082060052,Out of Stock,47.0
C,9035.0,4.639565427,In Stock,18.0
C,8551.0,3.082060052,In Stock,20.0
C,3600.0,3.082060052,In Stock,6.0
C,6315.0,3.082060052,Out of Stock,25.0
C,1089.0,2.449721441,In Stock,6.0
C,2903.0,3.082060052,In Stock,15.0
C,5245.0,1.148859125,In Stock,26.0
D,789.0,3.082060052,Out of Stock,35.0
C,7352.0,4.390909092,Out of Stock,6.0
D,6744.0,3.082060052,In Stock,39.0
C,8673.0,3.082060052,Out of Stock,7.0
C,9147.0,4.77191822,In Stock,17.0
D,1669.0,2.105550917,Out of Stock,46.0
C,1307.0,3.082060052,Out of Stock,19.0
B,2763.0,3.287226166,In Stock,25.0
D,5669.0,3.082060052,In Stock,2.0
C,6470.0,3.082060052,Out of Stock,47.0
B,4996.5,2.950462833,In Stock,27.0
C,5266.0,3.082060052,In Stock,44.0
C,5218.0,3.082060052,Out of Stock,30.0
C,9776.0,4.100424148,In Stock,13.0
C,4936.0,3.388590917,In Stock,32.0
C,9918.0,3.048414165,In Stock,25.0
A,4996.5,4.073024465,In Stock,10.0
B,8340.0,2.961243302,Out of Stock,33.0
D,6886.0,3.082060052,Out of Stock,19.0
C,4811.0,3.082060052,Out of Stock,22.0
D,2660.0,3.082060052,In Stock,5.0
C,5040.0,3.082060052,Out of Stock,16.0
C,8937.0,3.168626657,In Stock,25.0
C,7171.0,3.564330537,In Stock,31.0
C,2637.0,3.082060052,In Stock,13.0
C,2977.0,4.886014306,In Stock,23.0
C,4996.5,3.082060052,In Stock,46.0
C,7299.0,1.181898107,In Stock,3.0
C,5654.0,3.082060052,In Stock,27.0
B,7843.0,4.764716532,Out of Stock,0.0
C,193.0,3.484824617,Out of Stock,27.0
C,5756.0,3.082060052,In Stock,11.0
C,4765.0,3.082060052,In Stock,37.0
C,1175.0,3.024834877,Out of Stock,5.0
C,2061.0,1.493867065,In Stock,7.0
C,5123.0,4.92946508,In Stock,20.0
B,2045.0,3.082060052,In Stock,1.0
C,4862.0,2.383654498,Out of Stock,29.0
B,9178.0,4.985115727,In Stock,41.0
C,4996.5,3.751455104,Out of Stock,22.0
C,3237.0,3.082060052,Out of Stock,40.0
C,4033.0,1.638581334,In Stock,6.0
C,6217.0,3.082060052,In Stock,42.0
C,1958.0,4.694981288,Out of Stock,46.0
C,7051.0,3.082060052,In Stock,13.0
C,8541.0,4.579736468,In Stock,25.0
C,1317.0,3.082060052,In Stock,20.0
C,9240.0,2.637989665,In Stock,40.0
C,810.0,3.254853508,In Stock,45.0
C,7041.0,3.082060052,In Stock,36.0
C,7973.0,3.974919871,Out of Stock,13.0
C,6433.0,1.596048613,In Stock,12.0
C,6966.0,3.082060052,In Stock,43.0
C,8449.0,2.658873199,In Stock,39.0
B,6387.0,4.806959517,In Stock,33.0
B,7038.0,3.759453413,Out of Stock,41.0
D,3418.0,3.082060052,In Stock,16.0
C,4871.0,3.082060052,In Stock,28.0
D,251.0,3.082060052,In Stock,3.0
C,7418.0,3.082060052,In Stock,43.0
A,1986.0,2.413929215,In Stock,17.0
B,1202.0,3.248570097,Out of Stock,39.0
C,5946.0,3.082060052,Out of Stock,25.0
C,6096.0,3.180236479,Out of Stock,14.0
C,4996.5,3.129525112,Out of Stock,45.0
C,5138.0,1.576842737,Out of Stock,17.0
C,7403.0,4.395858845,In Stock,22.0
C,9818.0,3.082060052,In Stock,7.0
C,3848.0,3.082060052,In Stock,24.0
C,9984.0,3.082060052,In Stock,0.0
C,632.0,2.24213851,In Stock,12.0
C,8098.0,3.082060052,Out of Stock,22.0
A,2408.0,2.897409883,In Stock,44.0
B,5574.0,3.082060052,In Stock,21.0
C,8547.0,1.906573063,Out of Stock,31.0
C,2133.0,3.082060052,In Stock,25.0
C,3044.0,3.082060052,Out of Stock,29.0
C,2501.0,2.646604879,Out of Stock,22.0
C,2523.0,3.082060052,In Stock,40.0
C,8454.0,2.134147382,In Stock,36.0
D,4298.0,3.559395227,In Stock,40.0
C,2003.0,3.082060052,In Stock,3.0
C,3757.0,3.082060052,In Stock,25.0
C,5397.0,3.082060052,In Stock,25.0
C,5153.0,3.082060052,In Stock,9.0
C,790.0,4.674096132,In Stock,25.0
C,3137.0,4.976589842,In Stock,39.0
C,7241.0,3.082060052,In Stock,46.0
C,6029.0,3.082060052,In Stock,28.0
C,540.0,1.149366315,In Stock,5.0
C,628.0,3.298095823,In Stock,28.0
C,6620.0,1.876627015,In Stock,19.0
C,3258.0,3.082060052,Out of Stock,24.0
C,8648.0,1.171016659,Out of Stock,26.0
C,787.0,3.129012544,Out of Stock,25.0
C,3734.0,3.580740512,Out of Stock,18.0
C,8483.0,4.602869473,Out of Stock,0.0
C,6472.0,3.200770016,Out of Stock,15.0
B,4642.0,3.082060052,Out of Stock,26.0
B,8642.0,4.002560278,Out of Stock,48.0
D,255.0,3.149575415,In Stock,33.0
C,9520.0,1.979189749,In Stock,44.0
C,1127.0,2.869476572,In Stock,11.0
C,3940.0,3.082060052,In Stock,10.0
C,829.0,3.082060052,In Stock,42.0
C,9349.0,3.652425158,Out of Stock,15.0
C,8679.0,4.710448317,In Stock,25.0
A,7766.0,3.082060052,In Stock,17.0
C,8394.0,3.082060052,Out of Stock,34.0
C,891.0,3.082060052,In Stock,31.0
C,5512.0,4.987610761,In Stock,29.0
C,7485.0,4.387702937,In Stock,30.0
C,5587.0,3.082060052,In Stock,44.0
B,8643.0,1.729505833,Out of Stock,12.0
C,9140.0,3.082060052,Out of Stock,44.0
C,157.0,3.082060052,Out of Stock,24.0
A,7902.0,3.082060052,Out of Stock,24.0
C,8698.0,4.307085604,In Stock,5.0
A,1316.0,3.082218888,Out of Stock,24.0
B,186.0,1.445798567,In Stock,16.0
C,5003.0,3.814695115,In Stock,30.0
B,1328.0,1.187935343,In Stock,44.0
C,8314.0,3.082060052,In Stock,11.0
A,4477.0,3.082060052,Out of Stock,12.0
C,8311.0,3.082060052,In Stock,28.0
C,6426.0,3.082060052,In Stock,18.0
B,9362.0,1.3077867,In Stock,13.0
C,1718.0,2.687082325,In Stock,7.0
B,6379.0,3.082060052,In Stock,32.0
C,6928.0,2.333093633,In Stock,25.0
C,4404.0,1.491863367,Out of Stock,25.0
A,8071.0,3.082060052,In Stock,12.0
C,523.0,3.791541491,Out of Stock,15.0
C,4064.0,3.131949632,Out of Stock,2.0
C,2867.0,3.082060052,In Stock,44.0
C,3604.0,3.082060052,In Stock,7.0
B,8525.0,4.440149062,In Stock,35.0
C,7305.0,3.082060052,In Stock,17.0
C,8099.0,3.082060052,In Stock,10.0
C,4926.0,3.082060052,Out of Stock,42.0
D,4996.5,3.082060052,In Stock,38.0
C,7750.0,2.169501643,Out of Stock,36.0
C,3545.0,2.622266078,Out of Stock,25.0
C,4679.0,3.082060052,Out of Stock,7.0
D,4053.0,3.082060052,In Stock,25.0
C,6566.0,3.082060052,Out of Stock,25.0
C,667.0,3.082060052,In Stock,37.0
D,6477.0,3.282895973,Out of Stock,25.0
A,1022.0,4.992002328,In Stock,30.0
D,4048.0,3.520451123,In Stock,10.0
C,2033.0,3.082060052,In Stock,26.0
D,5436.0,3.082060052,In Stock,25.0
A,1914.0,3.082060052,In Stock,9.0
C,1983.0,3.082060052,In Stock,25.0
B,4862.0,3.082060052,Out of Stock,6.0
C,784.0,3.082060052,In Stock,42.0
C,7596.0,3.082060052,In Stock,4.0
B,8613.0,3.082060052,In Stock,18.0
A,1789.0,4.812429208,In Stock,38.0
C,2410.0,3.020600412,Out of Stock,3.0
A,7596.0,2.799564144,In Stock,10.0
C,5620.0,3.082060052,Out of Stock,38.0
B,2564.0,1.070741912,Out of Stock,0.0
C,8821.0,3.082060052,Out of Stock,17.0
C,1934.0,2.006068127,In Stock,8.0
A,7615.0,3.341888371,In Stock,32.0
B,3614.0,2.788721981,In Stock,25.0
C,1151.0,3.082060052,Out of Stock,25.0
C,8806.0,3.081901216,In Stock,11.0
C,6325.0,3.47719377,Out of Stock,18.0
C,9001.0,1.83768181,In Stock,5.0
C,3384.0,3.082060052,Out of Stock,26.0
C,9011.0,3.082060052,In Stock,35.0
D,3197.0,3.082060052,In Stock,22.0
A,212.0,3.082060052,Out of Stock,37.0
C,6599.0,3.082060052,In Stock,45.0
C,4996.5,3.082060052,In Stock,44.0
C,1656.0,3.082060052,Out of Stock,47.0
B,4367.0,3.082060052,In Stock,35.0
C,4996.5,3.691579128,In Stock,46.0
D,4996.5,4.008435243,Out of Stock,15.0
C,4743.0,3.082060052,In Stock,19.0
C,3314.0,3.082060052,Out of Stock,41.0
C,7324.0,3.988260713,In Stock,2.0
C,7630.0,3.082060052,In Stock,20.0
C,6558.0,3.082060052,In Stock,13.0
C,6258.0,4.397031714,In Stock,16.0
C,3114.0,3.082060052,In Stock,28.0
A,223.0,3.082060052,In Stock,23.0
C,7538.0,3.082060052,In Stock,7.0
C,4996.5,3.082060052,In Stock,44.0
C,5604.0,4.543692172,In Stock,2.0
C,5423.0,4.181258427,Out of Stock,25.0
C,4996.5,1.393853993,In Stock,1.0
B,1666.0,4.497136106,In Stock,23.0
C,4996.5,3.281209572,In Stock,41.0
D,8133.0,2.945173599,In Stock,47.0
A,2173.0,1.482811755,In Stock,32.0
B,3343.0,3.082060052,In Stock,38.0
C,5738.0,3.082060052,Out of Stock,38.0
C,2347.0,4.459114967,Out of Stock,28.0
C,545.0,3.228205939,In Stock,25.0
C,5000.0,3.082060052,In Stock,34.0
C,9431.0,3.082060052,In Stock,44.0
C,2751.0,3.082060052,In Stock,15.0
C,4986.0,3.082060052,Out of Stock,34.0
C,8384.0,3.082060052,Out of Stock,25.0
C,7136.0,3.50365568,In Stock,22.0
C,4377.0,3.082060052,In Stock,2.0
C,3579.0,3.830460774,In Stock,39.0
C,2268.0,3.082060052,In Stock,28.0
A,9790.0,1.250023463,In Stock,31.0
C,4791.0,3.082060052,In Stock,42.0
C,5484.0,3.082060052,Out of Stock,6.0
C,2675.0,3.082060052,In Stock,46.0
C,9067.0,3.082060052,In Stock,2.0
C,9933.0,3.082060052,In Stock,36.0
C,9223.0,3.082060052,Out of Stock,43.0
C,238.0,3.082060052,Out of Stock,9.0
D,4996.5,3.082060052,Out of Stock,15.0
C,7192.0,3.385554291,In Stock,4.0
A,4996.5,3.082060052,In Stock,37.0
A,3108.0,3.082060052,Out of Stock,25.0
C,1235.0,1.630222975,In Stock,19.0
C,9074.0,3.082060052,In Stock,39.0
C,759.0,1.050254168,In Stock,5.0
C,6328.0,3.082060052,In Stock,20.0
C,3071.0,3.082060052,In Stock,46.0
C,7957.0,1.17897941,In Stock,7.0
C,6256.0,3.082060052,Out of Stock,25.0
C,9058.0,3.082060052,In Stock,15.0
C,5053.0,1.738606225,In Stock,28.0
A,3153.0,4.484748211,In Stock,37.0
C,5735.0,3.082060052,In Stock,34.0
B,8453.0,3.082060052,In Stock,15.0
C,7869.0,1.913117777,In Stock,40.0
C,1014.0,3.082060052,Out of Stock,20.0
B,4660.0,3.082060052,In Stock,7.0
C,7231.0,1.424892934,In Stock,10.0
C,6575.0,2.448260416,In Stock,16.0
C,1964.0,3.082060052,Out of Stock,25.0
C,3611.0,3.082060052,In Stock,0.0
C,6139.0,3.714365385,Out of Stock,13.0
A,1543.0,3.082060052,In Stock,23.0
A,747.0,3.082060052,In Stock,1.0
C,7188.0,3.54198952,In Stock,22.0
A,1812.0,2.546586866,In Stock,39.0
C,6364.0,2.184547688,In Stock,15.0
C,7588.0,2.273843734,In Stock,5.0
C,8615.0,1.215586359,Out of Stock,22.0
C,1474.0,3.082060052,Out of Stock,25.0
C,7165.0,3.082060052,In Stock,45.0
C,6782.0,1.052279568,In Stock,25.0
A,9042.0,3.082060052,In Stock,22.0
C,6840.0,3.082060052,In Stock,25.0
C,3519.0,3.082060052,Out of Stock,9.0
C,8320.0,3.671253561,Out of Stock,6.0
C,451.0,1.623219994,In Stock,32.0
A,1521.0,1.958172002,In Stock,15.0
C,9768.0,3.082060052,In Stock,25.0
C,4352.0,3.082060052,In Stock,24.0
C,3375.0,3.082060052,Out of Stock,15.0
C,3207.0,3.082060052,In Stock,43.0
C,7742.0,2.587259003,In Stock,16.0
A,4996.5,3.082060052,In Stock,34.0
C,772.0,3.200412441,Out of Stock,13.0
C,6960.0,3.19927699,In Stock,39.0
B,8440.0,4.233513951,In Stock,4.0
C,4500.0,3.082060052,Out of Stock,23.0
C,8596.0,3.082060052,In Stock,45.0
C,9590.0,3.082060052,In Stock,44.0
B,4397.0,4.098863251,In Stock,13.0
C,744.0,3.082060052,In Stock,26.0
C,4996.5,2.768665479,In Stock,12.0
C,6127.0,3.082060052,Out of Stock,8.0
C,7908.0,3.082060052,In Stock,0.0
C,9301.0,1.385347773,Out of Stock,17.0
C,2858.0,3.082060052,In Stock,29.0
D,8571.0,4.147482153,In Stock,17.0
B,9699.0,1.997081459,In Stock,41.0
C,480.0,3.082060052,Out of Stock,25.0
C,7949.0,3.082060052,In Stock,25.0
B,7923.0,3.082060052,In Stock,33.0
C,2898.0,3.082060052,In Stock,25.0
C,8240.0,2.528718725,Out of Stock,16.0
